country,year,month,month_number,quarter,age_group,population,cases,deaths,incidence_per_1000,mortality_per_1000,case_fatality_rate,itn_coverage,irs_coverage,act_treatment_rate,risk_level,region,gdp_per_capita,healthcare_access
Ghana,2022,May,5,2,15-65 years,16640000,5137176,50892,308.72,3.058,0.99,66.0,27.4,71.3,medium,West Africa,2202,58
Ghana,2022,May,5,2,65+ years,1600000,591252,4791,369.53,2.994,0.81,70.1,33.9,71.5,medium,West Africa,2202,58
Ghana,2022,June,6,2,0-5 years,5760000,5073281,45985,880.78,7.984,0.91,64.3,33.7,84.3,medium,West Africa,2202,58
Ghana,2022,June,6,2,5-15 years,8000000,5533982,154495,691.75,19.312,2.79,54.5,30.9,80.4,medium,West Africa,2202,58
Ghana,2022,June,6,2,15-65 years,16640000,6231741,139050,374.5,8.356,2.23,70.3,29.9,77.8,medium,West Africa,2202,58
Ghana,2022,June,6,2,65+ years,1600000,774772,15098,484.23,9.436,1.95,57.4,22.1,83.5,medium,West Africa,2202,58
Ghana,2022,July,7,3,0-5 years,5760000,4706916,119611,817.17,20.766,2.54,56.5,22.3,82.7,medium,West Africa,2202,58
Ghana,2022,July,7,3,5-15 years,8000000,5370987,65240,671.37,8.155,1.21,70.6,28.3,75.4,medium,West Africa,2202,58
Ghana,2022,July,7,3,15-65 years,16640000,5167851,112452,310.57,6.758,2.18,53.1,23.6,77.0,medium,West Africa,2202,58
Ghana,2022,July,7,3,65+ years,1600000,555903,3355,347.44,2.097,0.6,53.7,19.7,77.6,medium,West Africa,2202,58
Ghana,2022,August,8,3,0-5 years,5760000,6238086,153209,1083.0,26.599,2.46,67.8,25.6,71.8,medium,West Africa,2202,58
Ghana,2022,August,8,3,5-15 years,8000000,3936277,30747,492.03,3.843,0.78,61.2,21.4,76.9,medium,West Africa,2202,58
Ghana,2022,August,8,3,15-65 years,16640000,4756043,42811,285.82,2.573,0.9,61.5,32.8,75.0,medium,West Africa,2202,58
Ghana,2022,August,8,3,65+ years,1600000,772600,12169,482.88,7.606,1.58,56.3,33.0,82.0,medium,West Africa,2202,58
Ghana,2022,September,9,3,0-5 years,5760000,5579486,167308,968.66,29.047,3.0,51.6,33.5,83.6,medium,West Africa,2202,58
Ghana,2022,September,9,3,5-15 years,8000000,5919135,104198,739.89,13.025,1.76,51.0,22.5,82.1,medium,West Africa,2202,58
Ghana,2022,September,9,3,15-65 years,16640000,4703874,41846,282.68,2.515,0.89,52.2,27.9,70.5,medium,West Africa,2202,58
Ghana,2022,September,9,3,65+ years,1600000,798443,16679,499.03,10.424,2.09,63.1,31.0,80.2,medium,West Africa,2202,58
Ghana,2022,October,10,4,0-5 years,5760000,1950533,10532,338.63,1.828,0.54,54.9,21.2,83.9,medium,West Africa,2202,58
Ghana,2022,October,10,4,5-15 years,8000000,2093679,38717,261.71,4.84,1.85,68.2,28.0,71.0,medium,West Africa,2202,58
Ghana,2022,October,10,4,15-65 years,16640000,1994048,30082,119.83,1.808,1.51,57.6,33.1,83.3,medium,West Africa,2202,58
Ghana,2022,October,10,4,65+ years,1600000,180886,1928,113.05,1.205,1.07,61.6,20.7,83.8,medium,West Africa,2202,58
Ghana,2022,November,11,4,0-5 years,5760000,2157199,46373,374.51,8.051,2.15,61.8,19.7,81.3,medium,West Africa,2202,58
Ghana,2022,November,11,4,5-15 years,8000000,2062869,22653,257.86,2.832,1.1,53.9,26.6,72.9,medium,West Africa,2202,58
Ghana,2022,November,11,4,15-65 years,16640000,1301713,28328,78.23,1.702,2.18,65.6,32.4,74.5,medium,West Africa,2202,58
Ghana,2022,November,11,4,65+ years,1600000,246083,6843,153.8,4.277,2.78,62.1,30.9,84.1,medium,West Africa,2202,58
Ghana,2022,December,12,4,0-5 years,5760000,1253028,34135,217.54,5.926,2.72,56.2,30.8,84.3,medium,West Africa,2202,58
Ghana,2022,December,12,4,5-15 years,8000000,2228859,60478,278.61,7.56,2.71,66.1,26.0,78.4,medium,West Africa,2202,58
Ghana,2022,December,12,4,15-65 years,16640000,1477080,9276,88.77,0.557,0.63,57.8,25.5,76.0,medium,West Africa,2202,58
Ghana,2022,December,12,4,65+ years,1600000,198890,3757,124.31,2.348,1.89,53.3,27.9,70.2,medium,West Africa,2202,58
Ghana,2023,January,1,1,0-5 years,5760000,2343367,45251,406.83,7.856,1.93,62.7,31.9,74.6,medium,West Africa,2202,58
Ghana,2023,January,1,1,5-15 years,8000000,1215803,22945,151.98,2.868,1.89,55.7,22.1,86.0,medium,West Africa,2202,58
Ghana,2023,January,1,1,15-65 years,16640000,1461022,21513,87.8,1.293,1.47,58.8,31.2,83.3,medium,West Africa,2202,58
Ghana,2023,January,1,1,65+ years,1600000,225973,5389,141.23,3.368,2.38,65.2,26.2,79.5,medium,West Africa,2202,58
Ghana,2023,February,2,1,0-5 years,5760000,1647543,20105,286.03,3.49,1.22,73.7,31.3,80.1,medium,West Africa,2202,58
Ghana,2023,February,2,1,5-15 years,8000000,1714074,23137,214.26,2.892,1.35,73.3,23.2,77.4,medium,West Africa,2202,58
Ghana,2023,February,2,1,15-65 years,16640000,1188250,30860,71.41,1.855,2.6,58.4,28.3,76.4,medium,West Africa,2202,58
Ghana,2023,February,2,1,65+ years,1600000,235649,2015,147.28,1.259,0.86,64.1,26.7,82.2,medium,West Africa,2202,58
Ghana,2023,March,3,1,0-5 years,5760000,1870025,38362,324.66,6.66,2.05,72.5,32.9,81.9,medium,West Africa,2202,58
Ghana,2023,March,3,1,5-15 years,8000000,1987125,43641,248.39,5.455,2.2,72.9,27.4,82.0,medium,West Africa,2202,58
Ghana,2023,March,3,1,15-65 years,16640000,1836855,24616,110.39,1.479,1.34,71.2,28.1,80.4,medium,West Africa,2202,58
Ghana,2023,March,3,1,65+ years,1600000,303405,8935,189.63,5.584,2.94,62.6,27.9,78.7,medium,West Africa,2202,58
Ghana,2023,April,4,2,0-5 years,5760000,2266228,28525,393.44,4.952,1.26,55.4,25.2,80.5,medium,West Africa,2202,58
Ghana,2023,April,4,2,5-15 years,8000000,1773814,51000,221.73,6.375,2.88,67.2,26.5,77.4,medium,West Africa,2202,58
Ghana,2023,April,4,2,15-65 years,16640000,1647655,46113,99.02,2.771,2.8,54.0,26.8,72.7,medium,West Africa,2202,58
Ghana,2023,April,4,2,65+ years,1600000,242296,2963,151.44,1.852,1.22,64.9,33.6,76.2,medium,West Africa,2202,58
Ghana,2023,May,5,2,0-5 years,5760000,4475673,30115,777.03,5.228,0.67,55.6,34.3,77.8,medium,West Africa,2202,58
Ghana,2023,May,5,2,5-15 years,8000000,5426521,126983,678.32,15.873,2.34,67.7,25.6,74.2,medium,West Africa,2202,58
Ghana,2023,May,5,2,15-65 years,16640000,4133859,49602,248.43,2.981,1.2,55.4,24.7,74.6,medium,West Africa,2202,58
Ghana,2023,May,5,2,65+ years,1600000,634767,9057,396.73,5.661,1.43,66.4,29.2,85.2,medium,West Africa,2202,58
Ghana,2023,June,6,2,0-5 years,5760000,6289363,94109,1091.9,16.338,1.5,65.9,32.4,86.2,medium,West Africa,2202,58
Ghana,2023,June,6,2,5-15 years,8000000,4991106,75247,623.89,9.406,1.51,63.0,31.9,82.5,medium,West Africa,2202,58
Ghana,2023,June,6,2,15-65 years,16640000,5378298,48460,323.22,2.912,0.9,69.7,21.4,77.8,medium,West Africa,2202,58
Ghana,2023,June,6,2,65+ years,1600000,532670,8809,332.92,5.506,1.65,73.0,24.2,72.5,medium,West Africa,2202,58
Ghana,2023,July,7,3,0-5 years,5760000,6384573,64400,1108.43,11.181,1.01,72.1,27.7,76.1,medium,West Africa,2202,58
Ghana,2023,July,7,3,5-15 years,8000000,3855687,63209,481.96,7.901,1.64,56.7,32.7,74.6,medium,West Africa,2202,58
Ghana,2023,July,7,3,15-65 years,16640000,4558664,100647,273.96,6.048,2.21,55.1,23.0,87.5,medium,West Africa,2202,58
Ghana,2023,July,7,3,65+ years,1600000,590437,9245,369.02,5.778,1.57,55.2,29.6,78.5,medium,West Africa,2202,58
Ghana,2023,August,8,3,0-5 years,5760000,4379651,28726,760.36,4.987,0.66,58.3,30.8,87.3,medium,West Africa,2202,58
Ghana,2023,August,8,3,5-15 years,8000000,4456764,91869,557.1,11.484,2.06,64.1,34.8,74.4,medium,West Africa,2202,58
Ghana,2023,August,8,3,15-65 years,16640000,4616168,117237,277.41,7.045,2.54,64.0,30.1,75.3,medium,West Africa,2202,58
Ghana,2023,August,8,3,65+ years,1600000,597748,6845,373.59,4.278,1.15,58.9,25.2,80.1,medium,West Africa,2202,58
Ghana,2023,September,9,3,0-5 years,5760000,5938372,173456,1030.97,30.114,2.92,69.7,33.2,73.8,medium,West Africa,2202,58
Ghana,2023,September,9,3,5-15 years,8000000,4164376,78573,520.55,9.822,1.89,63.8,29.6,86.5,medium,West Africa,2202,58
Ghana,2023,September,9,3,15-65 years,16640000,4167992,124008,250.48,7.452,2.98,73.3,21.1,75.0,medium,West Africa,2202,58
Ghana,2023,September,9,3,65+ years,1600000,644432,14728,402.77,9.205,2.29,55.9,31.0,85.7,medium,West Africa,2202,58
Ghana,2023,October,10,4,0-5 years,5760000,1391149,39215,241.52,6.808,2.82,60.0,28.8,84.0,medium,West Africa,2202,58
Ghana,2023,October,10,4,5-15 years,8000000,1786762,23282,223.35,2.91,1.3,61.9,34.7,80.0,medium,West Africa,2202,58
Ghana,2023,October,10,4,15-65 years,16640000,1266299,24951,76.1,1.499,1.97,67.6,31.1,79.0,medium,West Africa,2202,58
Ghana,2023,October,10,4,65+ years,1600000,269352,5635,168.35,3.522,2.09,55.9,22.0,86.1,medium,West Africa,2202,58
Ghana,2023,November,11,4,0-5 years,5760000,1444248,11621,250.74,2.018,0.8,72.9,23.8,84.1,medium,West Africa,2202,58
Ghana,2023,November,11,4,5-15 years,8000000,1969454,32101,246.18,4.013,1.63,54.4,31.5,76.8,medium,West Africa,2202,58
Ghana,2023,November,11,4,15-65 years,16640000,1636241,30462,98.33,1.831,1.86,73.7,21.9,82.0,medium,West Africa,2202,58
Ghana,2023,November,11,4,65+ years,1600000,241038,5633,150.65,3.521,2.34,62.8,24.6,85.7,medium,West Africa,2202,58
Ghana,2023,December,12,4,0-5 years,5760000,1219985,18600,211.8,3.229,1.52,63.3,32.8,86.8,medium,West Africa,2202,58
Ghana,2023,December,12,4,5-15 years,8000000,2228129,12970,278.52,1.621,0.58,60.9,29.1,77.3,medium,West Africa,2202,58
Ghana,2023,December,12,4,15-65 years,16640000,1311555,7429,78.82,0.446,0.57,60.6,28.7,85.8,medium,West Africa,2202,58
Ghana,2023,December,12,4,65+ years,1600000,287018,2567,179.39,1.604,0.89,70.8,28.2,76.4,medium,West Africa,2202,58
Ghana,2024,January,1,1,0-5 years,5760000,1991874,20118,345.81,3.493,1.01,69.8,35.6,78.1,medium,West Africa,2202,58
Ghana,2024,January,1,1,5-15 years,8000000,2054375,11469,256.8,1.434,0.56,64.6,37.5,85.8,medium,West Africa,2202,58
Ghana,2024,January,1,1,15-65 years,16640000,1917634,10767,115.24,0.647,0.56,69.0,29.5,78.6,medium,West Africa,2202,58
Ghana,2024,January,1,1,65+ years,1600000,298805,3183,186.75,1.989,1.07,75.9,23.7,87.3,medium,West Africa,2202,58
Ghana,2024,February,2,1,0-5 years,5760000,1484259,41798,257.68,7.257,2.82,75.2,35.4,77.8,medium,West Africa,2202,58
Ghana,2024,February,2,1,5-15 years,8000000,1853668,35278,231.71,4.41,1.9,63.7,32.4,82.1,medium,West Africa,2202,58
Ghana,2024,February,2,1,15-65 years,16640000,1528552,17191,91.86,1.033,1.12,68.7,34.2,75.2,medium,West Africa,2202,58
Ghana,2024,February,2,1,65+ years,1600000,300191,3294,187.62,2.059,1.1,69.3,31.4,81.5,medium,West Africa,2202,58
Ghana,2024,March,3,1,0-5 years,5760000,1721099,46181,298.8,8.018,2.68,62.6,37.5,83.0,medium,West Africa,2202,58
Ghana,2024,March,3,1,5-15 years,8000000,1406718,19391,175.84,2.424,1.38,69.3,29.6,84.1,medium,West Africa,2202,58
Ghana,2024,March,3,1,15-65 years,16640000,1330966,35763,79.99,2.149,2.69,64.4,32.7,83.9,medium,West Africa,2202,58
Ghana,2024,March,3,1,65+ years,1600000,253258,7357,158.29,4.598,2.9,65.5,35.6,81.1,medium,West Africa,2202,58
Ghana,2024,April,4,2,0-5 years,5760000,1233898,20848,214.22,3.619,1.69,63.2,25.0,87.7,medium,West Africa,2202,58
Ghana,2024,April,4,2,5-15 years,8000000,1307731,15355,163.47,1.919,1.17,70.5,32.1,84.0,medium,West Africa,2202,58
Ghana,2024,April,4,2,15-65 years,16640000,1685322,15888,101.28,0.955,0.94,61.4,25.3,81.2,medium,West Africa,2202,58
Ghana,2024,April,4,2,65+ years,1600000,207214,1220,129.51,0.763,0.59,60.2,23.4,83.4,medium,West Africa,2202,58
Ghana,2024,May,5,2,0-5 years,5760000,5667293,70045,983.91,12.161,1.24,71.9,25.1,89.0,medium,West Africa,2202,58
Ghana,2024,May,5,2,5-15 years,8000000,3849972,77056,481.25,9.632,2.0,61.1,28.7,75.6,medium,West Africa,2202,58
Ghana,2024,May,5,2,15-65 years,16640000,4537624,32301,272.69,1.941,0.71,61.0,32.7,86.1,medium,West Africa,2202,58
Ghana,2024,May,5,2,65+ years,1600000,585978,5343,366.24,3.339,0.91,69.3,29.5,76.0,medium,West Africa,2202,58
Ghana,2024,June,6,2,0-5 years,5760000,4341906,78317,753.8,13.597,1.8,57.5,35.4,79.5,medium,West Africa,2202,58
Ghana,2024,June,6,2,5-15 years,8000000,5343609,72509,667.95,9.064,1.36,61.3,35.6,87.3,medium,West Africa,2202,58
Ghana,2024,June,6,2,15-65 years,16640000,4452982,34138,267.61,2.052,0.77,75.2,34.5,89.8,medium,West Africa,2202,58
Ghana,2024,June,6,2,65+ years,1600000,605370,17708,378.36,11.067,2.93,75.0,35.8,83.4,medium,West Africa,2202,58
Ghana,2024,July,7,3,0-5 years,5760000,4446036,130131,771.88,22.592,2.93,60.8,30.6,76.9,medium,West Africa,2202,58
Ghana,2024,July,7,3,5-15 years,8000000,4427609,36552,553.45,4.569,0.83,68.6,36.2,80.6,medium,West Africa,2202,58
Ghana,2024,July,7,3,15-65 years,16640000,4158318,61524,249.9,3.697,1.48,65.8,33.0,88.5,medium,West Africa,2202,58
Ghana,2024,July,7,3,65+ years,1600000,435295,6753,272.06,4.221,1.55,58.9,30.9,77.6,medium,West Africa,2202,58
Ghana,2024,August,8,3,0-5 years,5760000,4120943,98816,715.44,17.156,2.4,67.7,32.9,87.7,medium,West Africa,2202,58
Ghana,2024,August,8,3,5-15 years,8000000,5132092,70282,641.51,8.785,1.37,70.4,33.5,88.6,medium,West Africa,2202,58
Ghana,2024,August,8,3,15-65 years,16640000,4363699,22757,262.24,1.368,0.52,70.6,35.5,82.8,medium,West Africa,2202,58
Ghana,2024,August,8,3,65+ years,1600000,499653,10567,312.28,6.604,2.11,66.2,27.6,87.4,medium,West Africa,2202,58
Ghana,2024,September,9,3,0-5 years,5760000,4730751,131486,821.31,22.827,2.78,72.9,26.8,86.4,medium,West Africa,2202,58
Ghana,2024,September,9,3,5-15 years,8000000,5231286,113265,653.91,14.158,2.17,71.2,27.3,83.3,medium,West Africa,2202,58
Ghana,2024,September,9,3,15-65 years,16640000,3896296,27031,234.15,1.624,0.69,74.2,26.1,76.7,medium,West Africa,2202,58
Ghana,2024,September,9,3,65+ years,1600000,672662,13907,420.41,8.692,2.07,71.4,31.0,88.5,medium,West Africa,2202,58
Ghana,2024,October,10,4,0-5 years,5760000,1200354,31800,208.39,5.521,2.65,61.3,32.0,77.8,medium,West Africa,2202,58
Ghana,2024,October,10,4,5-15 years,8000000,1174768,28540,146.85,3.567,2.43,77.0,31.3,87.2,medium,West Africa,2202,58
Ghana,2024,October,10,4,15-65 years,16640000,2103895,52583,126.44,3.16,2.5,69.4,25.3,84.3,medium,West Africa,2202,58
Ghana,2024,October,10,4,65+ years,1600000,239526,5813,149.7,3.633,2.43,68.8,33.4,81.5,medium,West Africa,2202,58
Ghana,2024,November,11,4,0-5 years,5760000,1985055,47042,344.63,8.167,2.37,72.8,31.5,75.3,medium,West Africa,2202,58
Ghana,2024,November,11,4,5-15 years,8000000,1438152,12478,179.77,1.56,0.87,73.8,37.5,86.6,medium,West Africa,2202,58
Ghana,2024,November,11,4,15-65 years,16640000,1712019,21697,102.89,1.304,1.27,73.4,35.7,87.9,medium,West Africa,2202,58
Ghana,2024,November,11,4,65+ years,1600000,219347,2375,137.09,1.484,1.08,70.3,33.7,88.6,medium,West Africa,2202,58
Ghana,2024,December,12,4,0-5 years,5760000,1846447,22329,320.56,3.877,1.21,66.3,36.0,77.9,medium,West Africa,2202,58
Ghana,2024,December,12,4,5-15 years,8000000,1836557,50855,229.57,6.357,2.77,62.1,25.2,77.0,medium,West Africa,2202,58
Ghana,2024,December,12,4,15-65 years,16640000,1645647,22945,98.9,1.379,1.39,72.4,26.2,85.5,medium,West Africa,2202,58
Ghana,2024,December,12,4,65+ years,1600000,277535,2416,173.46,1.51,0.87,74.2,33.6,89.1,medium,West Africa,2202,58
Cameroon,2020,January,1,1,0-5 years,4860000,2051152,10397,422.05,2.139,0.51,62.9,16.1,73.4,medium,Central Africa,1534,43
Cameroon,2020,January,1,1,5-15 years,6750000,1542127,38712,228.46,5.735,2.51,46.6,19.8,72.0,medium,Central Africa,1534,43
Cameroon,2020,January,1,1,15-65 years,14040000,1592039,21441,113.39,1.527,1.35,49.5,25.4,74.5,medium,Central Africa,1534,43
Cameroon,2020,January,1,1,65+ years,1350000,246872,6407,182.87,4.746,2.6,58.5,21.3,75.3,medium,Central Africa,1534,43
Cameroon,2020,February,2,1,0-5 years,4860000,2223786,52256,457.57,10.752,2.35,55.9,28.9,79.6,medium,Central Africa,1534,43
Cameroon,2020,February,2,1,5-15 years,6750000,1926583,21135,285.42,3.131,1.1,45.0,26.0,75.0,medium,Central Africa,1534,43
Cameroon,2020,February,2,1,15-65 years,14040000,1705802,29733,121.5,2.118,1.74,56.1,22.4,73.4,medium,Central Africa,1534,43
Cameroon,2020,February,2,1,65+ years,1350000,225640,4222,167.14,3.127,1.87,48.6,27.7,76.1,medium,Central Africa,1534,43
Cameroon,2020,March,3,1,0-5 years,4860000,2004753,12738,412.5,2.621,0.64,55.1,21.2,79.2,medium,Central Africa,1534,43
Cameroon,2020,March,3,1,5-15 years,6750000,1804914,43068,267.39,6.38,2.39,60.2,21.3,75.6,medium,Central Africa,1534,43
Cameroon,2020,March,3,1,15-65 years,14040000,1848388,11532,131.65,0.821,0.62,52.8,18.2,67.9,medium,Central Africa,1534,43
Cameroon,2020,March,3,1,65+ years,1350000,249213,7248,184.6,5.369,2.91,64.2,28.5,68.7,medium,Central Africa,1534,43
Cameroon,2020,April,4,2,0-5 years,4860000,1815499,29274,373.56,6.023,1.61,49.7,21.9,72.7,medium,Central Africa,1534,43
Cameroon,2020,April,4,2,5-15 years,6750000,1599871,31166,237.02,4.617,1.95,56.1,25.6,66.5,medium,Central Africa,1534,43
Cameroon,2020,April,4,2,15-65 years,14040000,1193113,25743,84.98,1.834,2.16,51.2,29.3,78.5,medium,Central Africa,1534,43
Cameroon,2020,April,4,2,65+ years,1350000,228121,4700,168.98,3.481,2.06,45.0,29.3,78.7,medium,Central Africa,1534,43
Cameroon,2020,May,5,2,0-5 years,4860000,5803280,105807,1194.09,21.771,1.82,52.9,29.5,65.2,medium,Central Africa,1534,43
Cameroon,2020,May,5,2,5-15 years,6750000,5225132,45868,774.09,6.795,0.88,61.1,25.1,68.7,medium,Central Africa,1534,43
Cameroon,2020,May,5,2,15-65 years,14040000,5147429,35340,366.63,2.517,0.69,58.2,17.9,79.3,medium,Central Africa,1534,43
Cameroon,2020,May,5,2,65+ years,1350000,546033,12830,404.47,9.504,2.35,51.4,28.1,79.9,medium,Central Africa,1534,43
Cameroon,2020,June,6,2,0-5 years,4860000,5376830,64089,1106.34,13.187,1.19,53.8,22.9,73.4,medium,Central Africa,1534,43
Cameroon,2020,June,6,2,5-15 years,6750000,4623089,41481,684.9,6.145,0.9,53.4,27.7,75.7,medium,Central Africa,1534,43
Cameroon,2020,June,6,2,15-65 years,14040000,3990569,96126,284.23,6.847,2.41,64.2,17.2,76.4,medium,Central Africa,1534,43
Cameroon,2020,June,6,2,65+ years,1350000,691330,4993,512.1,3.699,0.72,52.4,18.1,78.5,medium,Central Africa,1534,43
Cameroon,2020,July,7,3,0-5 years,4860000,6036010,90842,1241.98,18.692,1.51,52.5,24.3,78.9,medium,Central Africa,1534,43
Cameroon,2020,July,7,3,5-15 years,6750000,4922142,109459,729.21,16.216,2.22,61.5,26.7,79.6,medium,Central Africa,1534,43
Cameroon,2020,July,7,3,15-65 years,14040000,4468157,45844,318.24,3.265,1.03,54.6,20.0,79.7,medium,Central Africa,1534,43
Cameroon,2020,July,7,3,65+ years,1350000,580454,6988,429.97,5.176,1.2,64.7,27.5,65.3,medium,Central Africa,1534,43
Cameroon,2020,August,8,3,0-5 years,4860000,6091422,45908,1253.38,9.446,0.75,50.1,29.8,69.9,medium,Central Africa,1534,43
Cameroon,2020,August,8,3,5-15 years,6750000,4446117,118849,658.68,17.607,2.67,49.7,27.2,78.5,medium,Central Africa,1534,43
Cameroon,2020,August,8,3,15-65 years,14040000,4508058,76142,321.09,5.423,1.69,57.8,22.2,75.1,medium,Central Africa,1534,43
Cameroon,2020,August,8,3,65+ years,1350000,645208,3739,477.93,2.77,0.58,57.0,26.0,79.4,medium,Central Africa,1534,43
Cameroon,2020,September,9,3,0-5 years,4860000,5395647,94382,1110.22,19.42,1.75,59.1,21.9,68.3,medium,Central Africa,1534,43
Cameroon,2020,September,9,3,5-15 years,6750000,5472130,47380,810.69,7.019,0.87,57.3,15.4,76.8,medium,Central Africa,1534,43
Cameroon,2020,September,9,3,15-65 years,14040000,5880855,173309,418.86,12.344,2.95,55.9,24.0,72.3,medium,Central Africa,1534,43
Cameroon,2020,September,9,3,65+ years,1350000,672348,18969,498.04,14.051,2.82,55.0,24.2,79.3,medium,Central Africa,1534,43
Cameroon,2020,October,10,4,0-5 years,4860000,2045998,48249,420.99,9.928,2.36,53.5,16.9,73.0,medium,Central Africa,1534,43
Cameroon,2020,October,10,4,5-15 years,6750000,1728788,34213,256.12,5.069,1.98,56.8,17.8,72.9,medium,Central Africa,1534,43
Cameroon,2020,October,10,4,15-65 years,14040000,1644461,9239,117.13,0.658,0.56,51.2,22.5,71.6,medium,Central Africa,1534,43
Cameroon,2020,October,10,4,65+ years,1350000,201669,2039,149.39,1.51,1.01,56.0,16.4,79.3,medium,Central Africa,1534,43
Cameroon,2020,November,11,4,0-5 years,4860000,1820294,40180,374.55,8.267,2.21,56.3,26.7,78.3,medium,Central Africa,1534,43
Cameroon,2020,November,11,4,5-15 years,6750000,2086504,24348,309.11,3.607,1.17,51.1,28.5,75.5,medium,Central Africa,1534,43
Cameroon,2020,November,11,4,15-65 years,14040000,1240023,9364,88.32,0.667,0.76,47.9,18.4,65.1,medium,Central Africa,1534,43
Cameroon,2020,November,11,4,65+ years,1350000,263424,7428,195.13,5.502,2.82,46.0,22.5,70.1,medium,Central Africa,1534,43
Cameroon,2020,December,12,4,0-5 years,4860000,1972216,54234,405.81,11.159,2.75,63.8,21.5,77.4,medium,Central Africa,1534,43
Cameroon,2020,December,12,4,5-15 years,6750000,2310368,13532,342.28,2.005,0.59,47.5,23.2,72.4,medium,Central Africa,1534,43
Cameroon,2020,December,12,4,15-65 years,14040000,1661844,41109,118.36,2.928,2.47,56.0,20.5,78.2,medium,Central Africa,1534,43
Cameroon,2020,December,12,4,65+ years,1350000,221998,6350,164.44,4.704,2.86,59.5,19.4,71.4,medium,Central Africa,1534,43
Cameroon,2021,January,1,1,0-5 years,4860000,1490872,9157,306.76,1.884,0.61,61.5,18.0,75.5,medium,Central Africa,1534,43
Cameroon,2021,January,1,1,5-15 years,6750000,1994381,34266,295.46,5.076,1.72,51.1,26.9,75.9,medium,Central Africa,1534,43
Cameroon,2021,January,1,1,15-65 years,14040000,1650305,42635,117.54,3.037,2.58,54.5,30.0,72.9,medium,Central Africa,1534,43
Cameroon,2021,January,1,1,65+ years,1350000,264714,6487,196.08,4.805,2.45,48.8,27.0,80.2,medium,Central Africa,1534,43
Cameroon,2021,February,2,1,0-5 years,4860000,1651567,37931,339.83,7.805,2.3,59.1,28.1,71.8,medium,Central Africa,1534,43
Cameroon,2021,February,2,1,5-15 years,6750000,1547794,26846,229.3,3.977,1.73,59.6,18.7,68.5,medium,Central Africa,1534,43
Cameroon,2021,February,2,1,15-65 years,14040000,1536220,17735,109.42,1.263,1.15,64.5,22.9,72.9,medium,Central Africa,1534,43
Cameroon,2021,February,2,1,65+ years,1350000,270232,5984,200.17,4.433,2.21,64.6,23.8,72.7,medium,Central Africa,1534,43
Cameroon,2021,March,3,1,0-5 years,4860000,1793725,19019,369.08,3.913,1.06,56.6,28.4,78.8,medium,Central Africa,1534,43
Cameroon,2021,March,3,1,5-15 years,6750000,2433446,24596,360.51,3.644,1.01,57.5,30.3,79.6,medium,Central Africa,1534,43
Cameroon,2021,March,3,1,15-65 years,14040000,1927820,46238,137.31,3.293,2.4,49.5,17.4,76.3,medium,Central Africa,1534,43
Cameroon,2021,March,3,1,65+ years,1350000,318253,6776,235.74,5.019,2.13,64.8,21.3,72.7,medium,Central Africa,1534,43
Cameroon,2021,April,4,2,0-5 years,4860000,2452769,63986,504.69,13.166,2.61,55.5,27.7,68.5,medium,Central Africa,1534,43
Cameroon,2021,April,4,2,5-15 years,6750000,1384939,34775,205.18,5.152,2.51,54.3,29.4,75.4,medium,Central Africa,1534,43
Cameroon,2021,April,4,2,15-65 years,14040000,1503892,44329,107.11,3.157,2.95,50.1,17.1,71.5,medium,Central Africa,1534,43
Cameroon,2021,April,4,2,65+ years,1350000,255189,4983,189.03,3.691,1.95,58.0,17.9,71.4,medium,Central Africa,1534,43
Cameroon,2021,May,5,2,0-5 years,4860000,5924377,153872,1219.01,31.661,2.6,64.3,25.7,81.2,medium,Central Africa,1534,43
Cameroon,2021,May,5,2,5-15 years,6750000,4412117,42252,653.65,6.26,0.96,53.5,31.6,77.6,medium,Central Africa,1534,43
Cameroon,2021,May,5,2,15-65 years,14040000,5535341,152292,394.26,10.847,2.75,48.2,20.9,78.0,medium,Central Africa,1534,43
Cameroon,2021,May,5,2,65+ years,1350000,623878,18033,462.13,13.358,2.89,52.7,17.6,70.7,medium,Central Africa,1534,43
Cameroon,2021,June,6,2,0-5 years,4860000,3481821,79650,716.42,16.389,2.29,63.7,18.7,68.8,medium,Central Africa,1534,43
Cameroon,2021,June,6,2,5-15 years,6750000,4029462,38785,596.96,5.746,0.96,67.2,31.0,76.5,medium,Central Africa,1534,43
Cameroon,2021,June,6,2,15-65 years,14040000,3663364,100593,260.92,7.165,2.75,54.2,24.1,78.2,medium,Central Africa,1534,43
Cameroon,2021,June,6,2,65+ years,1350000,660044,10156,488.92,7.523,1.54,60.7,19.0,78.2,medium,Central Africa,1534,43
Cameroon,2021,July,7,3,0-5 years,4860000,5417277,40385,1114.67,8.31,0.75,58.3,26.6,77.3,medium,Central Africa,1534,43
Cameroon,2021,July,7,3,5-15 years,6750000,5614224,148814,831.74,22.047,2.65,66.3,17.7,67.7,medium,Central Africa,1534,43
Cameroon,2021,July,7,3,15-65 years,14040000,5914977,92240,421.29,6.57,1.56,64.2,25.8,77.6,medium,Central Africa,1534,43
Cameroon,2021,July,7,3,65+ years,1350000,495307,10965,366.89,8.122,2.21,62.5,20.0,72.7,medium,Central Africa,1534,43
Cameroon,2021,August,8,3,0-5 years,4860000,4710874,103722,969.32,21.342,2.2,59.8,24.4,74.8,medium,Central Africa,1534,43
